"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","17.04.2021 05:00 - 17.04.2021 06:00 (CET)","706","n/e","n/e","127","186","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","227","159"
"BZN|DK2","17.04.2021 06:00 - 17.04.2021 07:00 (CET)","703","n/e","n/e","137","201","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","86","230","168"
"BZN|DK2","17.04.2021 07:00 - 17.04.2021 08:00 (CET)","679","n/e","n/e","122","177","44","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","84","216","159"
"BZN|DK2","17.04.2021 08:00 - 17.04.2021 09:00 (CET)","629","n/e","n/e","91","143","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78","82","194","145"
"BZN|DK2","17.04.2021 09:00 - 17.04.2021 10:00 (CET)","625","n/e","n/e","101","161","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","84","167","122"
"BZN|DK2","17.04.2021 10:00 - 17.04.2021 11:00 (CET)","590","n/e","n/e","118","187","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","242","86","174","98"
"BZN|DK2","17.04.2021 11:00 - 17.04.2021 12:00 (CET)","446","n/e","n/e","93","148","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","266","83","156","84"
"BZN|DK2","17.04.2021 12:00 - 17.04.2021 13:00 (CET)","339","n/e","n/e","75","117","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","252","82","126","78"
"BZN|DK2","17.04.2021 13:00 - 17.04.2021 14:00 (CET)","406","n/e","n/e","75","118","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","238","82","112","75"
"BZN|DK2","17.04.2021 14:00 - 17.04.2021 15:00 (CET)","325","n/e","n/e","59","92","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","271","81","98","70"
"BZN|DK2","17.04.2021 15:00 - 17.04.2021 16:00 (CET)","345","n/e","n/e","67","106","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","267","82","44","64"
"BZN|DK2","17.04.2021 16:00 - 17.04.2021 17:00 (CET)","344","n/e","n/e","69","107","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","210","81","80","63"
"BZN|DK2","17.04.2021 17:00 - 17.04.2021 18:00 (CET)","488","n/e","n/e","103","161","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","133","85","157","65"
"BZN|DK2","17.04.2021 18:00 - 17.04.2021 19:00 (CET)","557","n/e","n/e","139","217","52","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","90","235","57"
"BZN|DK2","17.04.2021 19:00 - 17.04.2021 20:00 (CET)","664","n/e","n/e","143","228","54","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11","91","295","48"
"BZN|DK2","17.04.2021 20:00 - 17.04.2021 21:00 (CET)","596","n/e","n/e","123","196","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","87","269","53"
"BZN|DK2","17.04.2021 21:00 - 17.04.2021 22:00 (CET)","623","n/e","n/e","114","181","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","84","127","53"
"BZN|DK2","17.04.2021 22:00 - 17.04.2021 23:00 (CET)","625","n/e","n/e","131","197","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","88","136","46"
"BZN|DK2","17.04.2021 23:00 - 18.04.2021 00:00 (CET)","635","n/e","n/e","121","176","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","156","44"
"BZN|DK2","18.04.2021 00:00 - 18.04.2021 01:00 (CET)","598","n/e","n/e","114","181","36","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","84","155","47"
"BZN|DK2","18.04.2021 01:00 - 18.04.2021 02:00 (CET)","529","n/e","n/e","105","166","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","84","176","43"
"BZN|DK2","18.04.2021 02:00 - 18.04.2021 03:00 (CET)","554","n/e","n/e","103","164","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","169","48"
"BZN|DK2","18.04.2021 03:00 - 18.04.2021 04:00 (CET)","604","n/e","n/e","122","194","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","193","61"
"BZN|DK2","18.04.2021 04:00 - 18.04.2021 05:00 (CET)","601","n/e","n/e","125","199","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","172","73"
"BZN|DK2","18.04.2021 05:00 - 18.04.2021 06:00 (CET)","618","n/e","n/e","122","195","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","178","93"
"BZN|DK2","18.04.2021 06:00 - 18.04.2021 07:00 (CET)","614","n/e","n/e","102","161","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","83","138","97"
"BZN|DK2","18.04.2021 07:00 - 18.04.2021 08:00 (CET)","591","n/e","n/e","93","147","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","42","81","114","73"
"BZN|DK2","18.04.2021 08:00 - 18.04.2021 09:00 (CET)","629","n/e","n/e","93","148","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","113","81","102","57"
"BZN|DK2","18.04.2021 09:00 - 18.04.2021 10:00 (CET)","639","n/e","n/e","87","137","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","195","79","101","41"
"BZN|DK2","18.04.2021 10:00 - 18.04.2021 11:00 (CET)","630","n/e","n/e","75","117","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","260","77","91","48"
"BZN|DK2","18.04.2021 11:00 - 18.04.2021 12:00 (CET)","547","n/e","n/e","77","122","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305","76","54","47"
"BZN|DK2","18.04.2021 12:00 - 18.04.2021 13:00 (CET)","522","n/e","n/e","77","116","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","311","76","59","43"
"BZN|DK2","18.04.2021 13:00 - 18.04.2021 14:00 (CET)","538","n/e","n/e","82","129","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","78","119","47"
"BZN|DK2","18.04.2021 14:00 - 18.04.2021 15:00 (CET)","551","n/e","n/e","71","111","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","287","78","124","49"
"BZN|DK2","18.04.2021 15:00 - 18.04.2021 16:00 (CET)","549","n/e","n/e","87","137","37","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","235","79","188","46"
"BZN|DK2","18.04.2021 16:00 - 18.04.2021 17:00 (CET)","555","n/e","n/e","131","209","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","156","84","329","47"
"BZN|DK2","18.04.2021 17:00 - 18.04.2021 18:00 (CET)","572","n/e","n/e","159","254","59","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","97","87","414","62"
"BZN|DK2","18.04.2021 18:00 - 18.04.2021 19:00 (CET)","610","n/e","n/e","158","253","59","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","88","468","70"
"BZN|DK2","18.04.2021 19:00 - 18.04.2021 20:00 (CET)","630","n/e","n/e","140","223","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","18","85","343","91"
"BZN|DK2","18.04.2021 20:00 - 18.04.2021 21:00 (CET)","649","n/e","n/e","136","209","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","85","194","122"
"BZN|DK2","18.04.2021 21:00 - 18.04.2021 22:00 (CET)","644","n/e","n/e","173","260","60","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","88","267","97"
"BZN|DK2","18.04.2021 22:00 - 18.04.2021 23:00 (CET)","611","n/e","n/e","122","194","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","84","271","96"
"BZN|DK2","18.04.2021 23:00 - 19.04.2021 00:00 (CET)","378","n/e","n/e","108","171","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","256","103"
"BZN|DK2","19.04.2021 00:00 - 19.04.2021 01:00 (CET)","561","n/e","n/e","140","223","53","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","258","84"
"BZN|DK2","19.04.2021 01:00 - 19.04.2021 02:00 (CET)","529","n/e","n/e","149","238","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","341","111"
"BZN|DK2","19.04.2021 02:00 - 19.04.2021 03:00 (CET)","466","n/e","n/e","136","216","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","68","270","101"
"BZN|DK2","19.04.2021 03:00 - 19.04.2021 04:00 (CET)","558","n/e","n/e","138","203","40","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","53","226","83"
"BZN|DK2","19.04.2021 04:00 - 19.04.2021 05:00 (CET)","582","n/e","n/e","106","168","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","50","151","87"
"BZN|DK2","19.04.2021 05:00 - 19.04.2021 06:00 (CET)","607","n/e","n/e","103","163","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","49","115","90"
"BZN|DK2","19.04.2021 06:00 - 19.04.2021 07:00 (CET)","605","n/e","n/e","92","146","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","48","104","87"
"BZN|DK2","19.04.2021 07:00 - 19.04.2021 08:00 (CET)","635","n/e","n/e","140","165","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","40","51","148","69"
"BZN|DK2","19.04.2021 08:00 - 19.04.2021 09:00 (CET)","638","n/e","n/e","161","172","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","109","52","128","44"
"BZN|DK2","19.04.2021 09:00 - 19.04.2021 10:00 (CET)","639","n/e","n/e","167","170","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","187","51","112","35"
"BZN|DK2","19.04.2021 10:00 - 19.04.2021 11:00 (CET)","633","n/e","n/e","174","179","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","252","52","133","36"
"BZN|DK2","19.04.2021 11:00 - 19.04.2021 12:00 (CET)","615","n/e","n/e","147","163","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","310","51","109","43"
"BZN|DK2","19.04.2021 12:00 - 19.04.2021 13:00 (CET)","569","n/e","n/e","135","145","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","334","51","139","53"
"BZN|DK2","19.04.2021 13:00 - 19.04.2021 14:00 (CET)","582","n/e","n/e","138","152","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","339","51","173","64"
"BZN|DK2","19.04.2021 14:00 - 19.04.2021 15:00 (CET)","579","n/e","n/e","129","136","107","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","51","167","69"
"BZN|DK2","19.04.2021 15:00 - 19.04.2021 16:00 (CET)","595","n/e","n/e","155","172","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302","52","288","70"
"BZN|DK2","19.04.2021 16:00 - 19.04.2021 17:00 (CET)","594","n/e","n/e","193","248","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","248","58","415","82"
"BZN|DK2","19.04.2021 17:00 - 19.04.2021 18:00 (CET)","627","n/e","n/e","162","260","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","58","483","93"
"BZN|DK2","19.04.2021 18:00 - 19.04.2021 19:00 (CET)","635","n/e","n/e","165","265","52","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","88","64","567","104"
"BZN|DK2","19.04.2021 19:00 - 19.04.2021 20:00 (CET)","568","n/e","n/e","164","263","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","73","547","93"
"BZN|DK2","19.04.2021 20:00 - 19.04.2021 21:00 (CET)","616","n/e","n/e","163","261","51","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","79","437","112"
"BZN|DK2","19.04.2021 21:00 - 19.04.2021 22:00 (CET)","615","n/e","n/e","154","247","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","91","368","104"
"BZN|DK2","19.04.2021 22:00 - 19.04.2021 23:00 (CET)","574","n/e","n/e","152","244","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","91","369","91"
"BZN|DK2","19.04.2021 23:00 - 20.04.2021 00:00 (CET)","537","n/e","n/e","149","239","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","91","365","92"
"BZN|DK2","20.04.2021 00:00 - 20.04.2021 01:00 (CET)","364","n/e","n/e","146","234","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","92","391","113"
"BZN|DK2","20.04.2021 01:00 - 20.04.2021 02:00 (CET)","300","n/e","n/e","136","218","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","89","365","105"
"BZN|DK2","20.04.2021 02:00 - 20.04.2021 03:00 (CET)","314","n/e","n/e","121","193","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","87","291","103"
"BZN|DK2","20.04.2021 03:00 - 20.04.2021 04:00 (CET)","370","n/e","n/e","106","169","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","239","87"
"BZN|DK2","20.04.2021 04:00 - 20.04.2021 05:00 (CET)","547","n/e","n/e","107","171","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","87","196","81"
"BZN|DK2","20.04.2021 05:00 - 20.04.2021 06:00 (CET)","598","n/e","n/e","106","160","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","186","82"
"BZN|DK2","20.04.2021 06:00 - 20.04.2021 07:00 (CET)","601","n/e","n/e","109","161","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","86","136","93"
"BZN|DK2","20.04.2021 07:00 - 20.04.2021 08:00 (CET)","612","n/e","n/e","89","145","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45","84","119","81"
"BZN|DK2","20.04.2021 08:00 - 20.04.2021 09:00 (CET)","620","n/e","n/e","98","143","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","124","83","95","57"
"BZN|DK2","20.04.2021 09:00 - 20.04.2021 10:00 (CET)","614","n/e","n/e","96","123","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","209","82","29","51"
"BZN|DK2","20.04.2021 10:00 - 20.04.2021 11:00 (CET)","616","n/e","n/e","72","108","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","281","80","6","53"
"BZN|DK2","20.04.2021 11:00 - 20.04.2021 12:00 (CET)","590","n/e","n/e","97","123","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","323","67","1","58"
"BZN|DK2","20.04.2021 12:00 - 20.04.2021 13:00 (CET)","583","n/e","n/e","60","97","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","342","51","0","60"
"BZN|DK2","20.04.2021 13:00 - 20.04.2021 14:00 (CET)","590","n/e","n/e","55","87","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","343","50","1","52"
"BZN|DK2","20.04.2021 14:00 - 20.04.2021 15:00 (CET)","585","n/e","n/e","55","86","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","332","52","6","63"
"BZN|DK2","20.04.2021 15:00 - 20.04.2021 16:00 (CET)","586","n/e","n/e","57","88","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","306","62","3","73"
"BZN|DK2","20.04.2021 16:00 - 20.04.2021 17:00 (CET)","584","n/e","n/e","56","88","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","251","62","2","59"
"BZN|DK2","20.04.2021 17:00 - 20.04.2021 18:00 (CET)","585","n/e","n/e","61","95","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","174","65","6","52"
"BZN|DK2","20.04.2021 18:00 - 20.04.2021 19:00 (CET)","644","n/e","n/e","60","98","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","65","4","37"
"BZN|DK2","20.04.2021 19:00 - 20.04.2021 20:00 (CET)","668","n/e","n/e","61","99","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","66","17","24"
"BZN|DK2","20.04.2021 20:00 - 20.04.2021 21:00 (CET)","655","n/e","n/e","63","102","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","65","15","20"
"BZN|DK2","20.04.2021 21:00 - 20.04.2021 22:00 (CET)","673","n/e","n/e","77","124","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","26","36"
"BZN|DK2","20.04.2021 22:00 - 20.04.2021 23:00 (CET)","626","n/e","n/e","61","96","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","37","65"
"BZN|DK2","20.04.2021 23:00 - 21.04.2021 00:00 (CET)","516","n/e","n/e","60","94","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","64","46","96"
"BZN|DK2","21.04.2021 00:00 - 21.04.2021 01:00 (CET)","543","n/e","n/e","59","92","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","65","45","94"
"BZN|DK2","21.04.2021 01:00 - 21.04.2021 02:00 (CET)","561","n/e","n/e","75","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","66","119"
"BZN|DK2","21.04.2021 02:00 - 21.04.2021 03:00 (CET)","574","n/e","n/e","75","118","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","85","120"
"BZN|DK2","21.04.2021 03:00 - 21.04.2021 04:00 (CET)","556","n/e","n/e","74","115","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","95","122"
"BZN|DK2","21.04.2021 04:00 - 21.04.2021 05:00 (CET)","556","n/e","n/e","85","133","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","145","120"
"BZN|DK2","21.04.2021 05:00 - 21.04.2021 06:00 (CET)","569","n/e","n/e","92","145","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","163","128"
"BZN|DK2","21.04.2021 06:00 - 21.04.2021 07:00 (CET)","578","n/e","n/e","94","148","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","84","186","147"
"BZN|DK2","21.04.2021 07:00 - 21.04.2021 08:00 (CET)","587","n/e","n/e","100","159","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","30","84","227","155"
"BZN|DK2","21.04.2021 08:00 - 21.04.2021 09:00 (CET)","587","n/e","n/e","102","162","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","61","84","275","196"
"BZN|DK2","21.04.2021 09:00 - 21.04.2021 10:00 (CET)","523","n/e","n/e","109","173","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","124","87","321","200"
"BZN|DK2","21.04.2021 10:00 - 21.04.2021 11:00 (CET)","489","n/e","n/e","89","140","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","198","84","180","247"
"BZN|DK2","21.04.2021 11:00 - 21.04.2021 12:00 (CET)","494","n/e","n/e","81","128","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","243","84","206","308"
"BZN|DK2","21.04.2021 12:00 - 21.04.2021 13:00 (CET)","518","n/e","n/e","93","147","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","254","85","355","419"
"BZN|DK2","21.04.2021 13:00 - 21.04.2021 14:00 (CET)","361","n/e","n/e","122","193","38","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","299","89","444","525"
"BZN|DK2","21.04.2021 14:00 - 21.04.2021 15:00 (CET)","369","n/e","n/e","124","197","39","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","314","89","481","582"
"BZN|DK2","21.04.2021 15:00 - 21.04.2021 16:00 (CET)","306","n/e","n/e","137","218","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","276","90","614","601"
"BZN|DK2","21.04.2021 16:00 - 21.04.2021 17:00 (CET)","289","n/e","n/e","147","235","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","237","91","655","617"
"BZN|DK2","21.04.2021 17:00 - 21.04.2021 18:00 (CET)","380","n/e","n/e","151","240","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","92","665","665"
"BZN|DK2","21.04.2021 18:00 - 21.04.2021 19:00 (CET)","451","n/e","n/e","161","257","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","86","93","651","637"
"BZN|DK2","21.04.2021 19:00 - 21.04.2021 20:00 (CET)","544","n/e","n/e","155","248","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25","91","697","502"
"BZN|DK2","21.04.2021 20:00 - 21.04.2021 21:00 (CET)","567","n/e","n/e","161","258","50","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","92","699","550"
"BZN|DK2","21.04.2021 21:00 - 21.04.2021 22:00 (CET)","392","n/e","n/e","153","244","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","91","698","439"
"BZN|DK2","21.04.2021 22:00 - 21.04.2021 23:00 (CET)","343","n/e","n/e","152","243","47","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","92","599","454"
"BZN|DK2","21.04.2021 23:00 - 22.04.2021 00:00 (CET)","308","n/e","n/e","153","246","48","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","92","610","373"
"BZN|DK2","22.04.2021 00:00 - 22.04.2021 01:00 (CET)","326","n/e","n/e","139","223","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","90","590","378"
"BZN|DK2","22.04.2021 01:00 - 22.04.2021 02:00 (CET)","210","n/e","n/e","132","212","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","88","590","413"
"BZN|DK2","22.04.2021 02:00 - 22.04.2021 03:00 (CET)","199","n/e","n/e","130","211","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","590","375"
"BZN|DK2","22.04.2021 03:00 - 22.04.2021 04:00 (CET)","201","n/e","n/e","129","210","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","85","590","375"
"BZN|DK2","22.04.2021 04:00 - 22.04.2021 05:00 (CET)","198","n/e","n/e","129","210","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","589","339"
"BZN|DK2","22.04.2021 05:00 - 22.04.2021 06:00 (CET)","203","n/e","n/e","136","221","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","86","587","430"
"BZN|DK2","22.04.2021 06:00 - 22.04.2021 07:00 (CET)","216","n/e","n/e","145","234","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","87","589","395"
"BZN|DK2","22.04.2021 07:00 - 22.04.2021 08:00 (CET)","215","n/e","n/e","148","238","46","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48","85","665","513"
"BZN|DK2","22.04.2021 08:00 - 22.04.2021 09:00 (CET)","221","n/e","n/e","145","232","45","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","129","85","615","545"
"BZN|DK2","22.04.2021 09:00 - 22.04.2021 10:00 (CET)","220","n/e","n/e","140","218","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","211","79","560","531"
"BZN|DK2","22.04.2021 10:00 - 22.04.2021 11:00 (CET)","201","n/e","n/e","133","212","41","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","266","80","525","478"
